Subject	Content	SA							
1	"the u16s game with shotton has been called off due to a waterlogged pitch, so they're now going to llani on wednesday night. sorry lads!"	-1							
1	here's what dixie is saying about stansbury. be sure to check out mark watson's preview tomorrow	0							
1	"so excited about the opportunity to go listen to  speak in knoxville, tn tomorrow night!! looking forward to learning! :)"	1							
1	aaron brooks and marcus thornton combine to go 8-25 and we lose to the bulls by 6. everybody have a good thursday.	0							
1	"hot deal: charlie rose with kofi annan; edward said; mort zuckerman (july 28, 2000): in anticipation of the upco..."	1							
1	i feel like hammond would be the only school in the county that would make us come to school tomorrow.	0							
1	mike dean will be the referee for  the london derby game tomorrow. chelsea without john terry and martin atkinson might struggle. #coys	0							
1	"... but if i say \wilt chamberlain is the 4th-best player ever\, it's the start of a long, fruitless argument that no one can win. [2/2"""	-1							
1	november 21 yung nation going to be in monroe at the club its high school night	0							
1	beyond obama's hope: the work of shepard fairey	0							
1	we saw the birth place of jesus and walked the pathway of the palm sunday entry of jesus into jerusalem.#tc	0							
1	"is that liam neeson sat next to roman abramovich?, i'd sleep with one eye open tonight if i was dimatteo! #cfc #mufc #supersunday"	0							
1	"it's amazing to see the success thus far early from udofia, considering how marshall, etc stifled lorenzo brown on thursday night"	1							
1	fca is tomorrow morning at 7:30 in the pac! we're doing small groups! i hope to see you all there!	1							
1	"check out charlie rose with adel al-jubeir; bill carter (march 5, 2002): adel al-jubeir, adviser to the crown pr..."	0							
1	kaka committed to real madrid: he may have been on the periphery of the real madrid squad since jose mourinho took...	0							
1	local sports: special to the news-sun: plant city - the highlands youth football and cheer organization (hyfc) t...	0							
1	reminder july 22nd @ 3pm i will be hosting an open lobby on the livestream	0							
1	"breakfast, training then of to london to prepare for the game against spurs tomorrow"	0							
1	i do not want a repeat of strawberry festival bus ride home from buckwheat this friday.	-1							
1	"will not be going to hari terbuka next friday, have to go to putrajaya"	-1							
1	kinder morgan to divest assets to close el paso deal - kinder morgan energy partners lp (nyse: kmp) said monday it h...	0							
1	was the  employee of general musharraf....sheikh rashid in kamran shahid's front line on april 17	0							
1	"charlie rose with rahm emanuel, mort zuckerman, rob portman & mark halperin; christine orban (october 5, 2004): ..."	0							
1	"and sad as it is, the 6 month waiting time still means i will be on hrt before i would have had 1st"	-1							
1	"but who's tryna make that move to the berkmar game against brookwood, friday?"	0							
1	front line with kamran shahid anp shahi syed	0							
1	"come check out the smp allstars scenecity this friday, 150 pine st ne atlanta 30308. saturday  reggae party jett lounge 3701 clairmont atl"	0							
1	#nowwatching ~ silent house. guess i'm in love w/ elizabeth olsen. gotta find 'martha marcy may marlene'. heard that she's really good there	1							
1	tryna get wavy after work tomorrow it's been a while	0							
1	"krul crocked, just putting it out there craig gordon britains 2nd most expensive keeper is without a club? #nufc #safc #ftm"	-1							
1	nice to be missed maino.  hope you're having fun. 2nd night all all-inclusive?	1							
1	who wants to go to a haunted house with me on friday only 12$ with college id!!!	1							
1	this month is going to be amazing.  4th i see courtney! 9th stacy moves back!(:  17th my birthday!!(:  then it's thanksgiving and no school!	1							
1	thanks for everyone who came out for day 2 of world music festival! we'll see you tomorrow at 10am for a global grooves dance party	1							
1	cava is looking forward for one of the biggest event of the year. the strawberry festival in 350 main st. watsonville from sat-sun 10-5p.	1							
1	apparently justin beiber is in the area. i know this because i have students (plural) missing school tomorrow to see him.	-1							
1	"this friday at the arlene francis center!!! kinship, not to reason why, echorev, girls in suede and iditarod! doors at 7 :)"	1							
1	bro i love the new song \poetic justice\ you're doing great things. may god bless	1							
1	l.a tomorrow going to my favorite pizza parlor on fairfax :)	1							
1	"uber pumped about fca breakfast tomorrow morning in the cafeteria! 7:30! be there to fellowship, learn, and eat some free food! #rt"	1							
1	how great would it be if the power came back today but so many schools in fairfax country didn't have power so school was closed tomorrow?	1							
1	"david miliband is coming tomorrow! he is meeting nulc exclusively at 14:30 in martin luther king room, students' union. make sure you rsvp!"	1							
1	"tom boonen has been summoned to man the polling station in mol this sunday. if he doesn't, he'll get fined"	-1							
1	hrt: we have to try and improve the car: oct.26 (hrt) the formula 1 world championship returned to action today ...	1							
1	when mr.craig said sunday night was officially the last day of marching band. < <	-1							
1	"#nowwatching the kandi factory, and i'm liking it so far."	1							
1	"\ hamid mir has rejected the negative views of saleem safi,sana bucha & kamran shahid on pti peace march. read his tweets !\"	-1							
1	i saw her on tuesday by java jazz. and i can't help it if girls like me lol :p	1							
1	"it's a sunday, i think in the spirit of douglas adams and feeling like shit i will have a second bath"	-1							
1	distin's derby disappointment: sylvain distin has voiced his frustration at taking just a point from sunday's mersey...	-1							
1	"hoya, sungyeol and sungjong with bae yong jun. look..sungyeol's hand!"	0							
1	i'm mad that i haven't changed the channel. i've actually watched 3 episodes of stevie tv & every time i get mad at myself for watching it!	-1							
1	"the isba is hosting a professional lunch tomorrow with attorneys from romannucci blandin, ccsao, & ungaretti harris.  check the record!"	0							
1	must give the boys there spot back for most viewed video in 24hrs! directioners tomorrow is the boys night!  #littlethingsvideocountdown	1							
1	#mittromney may have run the olympics and balanced massachusetts' books but i learned all i know about economics from simcity	0							
1	"ufo sighting: black triangle sighting in oranjestad,  on october 11th 2012 - black triangle ufo with resemblance..."	0							
1	david miliband in the ft today: germany may have more in common with britain or poland than with euro members such as italy or even france.	0							
1	the brick$quad is the yankees of 8th period english iii with doc caputo. #targetonourbacks #hatedbyall #champions	-1							
1	"mort zuckerman i can just change who i am plenty of, not to mention all i may give is in fact all my love."	1							
1	"play with sketsa @ java jazz, 2 march, 8 pm, lobby stage"	0							
1	will you play signal fire at your show in hammond on saturday? :)	1							
1	big game with vcu tomorrow night! second-place is on the line. #letsgox	1							
1	i'm very excited to announce that i'll be opening for the amazing  again this coming tuesday at irving plaza nyc!	1							
1	"inmarsat's swiftbroadband soars to new heights: inmarsat (lse:isat.l), the leading provider of global mobile sat..."	1							
1	norqway in banff opens tomorrow mother nature rules in the canadian rockies	0							
1	"we nailed the trifecta at #belmont today for $1,139.00 in the 7th race!  check it out:"	1							
1	purim's dancer runs in the 7th  today. here she is getting some good luck from the local goat...	1							
1	queens of the stone age's regular john from glastonbury during the song for the deaf tour & dave grohl sat on the stool	0							
